#1ST #JOB #PLACEMENT #CAMPUS #YOLO #SWAG #ACCENTURE #PROUD @ Home	 Santacruz (West) http://t.co/CSUOBbg3Ms
511945314274910208	I tweet whatever I feel then realize my twitter is stalked 24/7....then go back to tweeting whatever I feel #yolo
511945449453158402	RT @hattiejords: L O L picture of a fucking whale #yolo
511945522425634817	@Phillips officially ridin' solo to tonight's show. #yolo
511945621620920320	@Nashgrier please tell @Seldenom13 you love her cos #yolo ♥
511945666692931584	Bulgarian pub golf consisted of throwing the score card away before we left the hotel and drinking cocktails all night #yolo #fuckofftequila
511945812054900736	Deleted all crates... #yolo...
511945903889190912	goin down pub for a few cheeky wkds lads could get messy #yolo #banter
511945962953408512	Our State of The Art Service Dept. In Action! http://t.co/jc78U7Cl8S #yolo #dueck #overton #chevy #rt #folloback #rt http://t.co/mvK4voiCs1
511946149725761536	@Nashgrier   I just stole this random guys goldfish. #yolo
511946260153401345	So apparently I'm a lesbian bc I said I was in love with Kate upton? Hmm okay then #yolo
511946472544550912	Well embarking on something new. Classes start tonight. #yolo
511946603159359488	@Bookieinsiders Put ludogrets draw..$1 gets me 3.3k #yolo
511946747120467969	@DamnYouBurger if you missed &amp; got your cartilage it'd hurt like hell but #yolo
511946932835876864	Rumours going around I'm a lesbian .. Awh cute 💕#yolo
511947241129795584	Drinking wine on a night out when i have a lecture at 9 tomorrow morning #yolo
511947819113275392	@BlakeHibdon study party in the bathroom #yolo
511948240942804993	fuckin enjoy dat shit http://t.co/aXQ2Aiqgn9 yolo #yolo #yoloswag420jesus
511948450989342720	@OlgitaBabiee being fat fo life! #yolo
511948475857395712	Alexis Sanchez being a subtle rebel by wearing a padded training coat rather than an anthem jacket #yolo
511948856695988224	Tweeting from a blokia #yolo
511949053173964800	@alix_crane so do meg and rachel and they're coming out #yolo
511949124972052481	#yolo is the motto
511949696890572800	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/mUA4HmL1yu
511949847633887232	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/3Y9rYy1mO0
511949946783019009	Baileys on a school night? #yolo
511950047635050496	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/09rhMUHx48
511950059140026369	Summer #YOLO. #fun #party #estonotermina #lasamo 😜😎👌✌💛💙💜💚❤ http://t.co/IkkGWt1FcO
511950101888389121	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/cIAl7JJYSd
511950267286564864	Girls be like ..... #JustWokeUp #NoFilter #YOLO #Mjipange #Chibakas http://t.co/lIzyIcPDvP
511950275394174977	RT @Rgw1994: Not a teenager anymore! Feel old saying that 😂 #feelold #yolo #birthday #20th http://t.co/mzI0CzQhTI
511950292926365697	hug 10 people you don't know today #yolo
511950322127093760	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/sFjF4W8yHF
511950399763656704	RT @saidomohamed: Girls be like ..... #JustWokeUp #NoFilter #YOLO #Mjipange #Chibakas http://t.co/lIzyIcPDvP
511950404008296448	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/nxgp2Kp3IN
511950417480015873	I'm scared to get my butt pierced today! #YOLO
511950435033559041	Ping! @peterolssonmedh @LeGrandFritz @pierressey #yolo http://t.co/UbFbUh0w4I
511950507498561536	Taking a ice cream break at work #Yolo
511950949460344832	I LOVE honest people so much 💞💓💘💞💓💖💗💗💗💞💓💓💖💖💖 #yolo #swag #realslimshady
511951082302763008	@cat_murray @MerlotGirl he is very 'out' there! Well #YOLO
511951236476985344	Don't normally sell on here but #yolo DS Size 12 http://t.co/2BKBDeNuoU
511951416811069440	Leaving for YUL in 12 hours. And I haven't packed yet. #lastminute #yolo
511951452546543617	You need to travel in your 20's and here is why: http://t.co/MUC7FHyQ9J #bucketlist #travel #yolo #ttot #college
511951519793836033	So @nungtheone turns out you weren't lying when you said you couldn't swim #YOLO http://t.co/UBY8TB7BPJ
511951684227309568	@gerardway coincidence?  #yolo http://t.co/uUpGCbJcmb
511951846702067713	I am my own bae #yolo #livinlife2k14
511951895800602624	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/9q7DStSxPP
511951962980749312	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/hzXbOPTrzN
511952078617710592	RT @ddlovato: Just ate some clams in Seaside Heights... Aka THE JERSEY SHORE.... #yolo http://t.co/QQ9pIfxy
511952128097918977	RT @HelenaYates: I am all about being late and bringing lunch to class #yolo
511952236084473856	Date night with suziphipps #romantic #hammersmith #bridge #london #yolo 🐳 http://t.co/NDiTbN5TV6
511952237305020416	Dying my hair black tonight! #YOLO
511952496831787008	Watching the match with a Coke Life #YOLO
511952541022945280	@haellski @louiseannejones we have hella swag #yolo x
511952586883489792	Picking up the little bro from school while blaring @Nickelback. #yolo
511952587118379008	Adult play dates found here: http://t.co/XzTLgNkL6z #yolo #milf #adult #NSFW
511952640608321536	Watching all the Lonely Island videos is a great way to spend a Tuesday afternoon #ImOnABoat #IJustHadSex #Yolo #BoomBox
511952677845352448	RT @No_Commitments: Adult play dates found here: http://t.co/XzTLgNkL6z #yolo #milf #adult #NSFW
511952744799019009	@MacMusic_tour is that in Dublin too cause I have no adult #yolo
511952869982212096	RT @brieeex0: I tweet whatever I feel then realize my twitter is stalked 24/7....then go back to tweeting whatever I feel #yolo
511952894665297921	Did my calculus exam in pen #yolo #ballsohard #fearless
511953264775274496	RT @0heyitsjay: LEVEL 30 league. time to #yolo queue!
511953396048625664	@Stevenn_Quinn #yolo #sweg #cashmoney #RT #crieveritiem (me enjoying my hash tags)
511953500960718848	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/n2MOjsTnhv
511953585840877568	RT @JeremyLawrencee: Don't normally sell on here but #yolo DS Size 12 http://t.co/2BKBDeNuoU
511953668158279680	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/wx9vfy8Qz6
511953765357088768	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/CAlYqu0TyU
511953806129913856	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/i4RxAX2lsH
511953861909954560	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/MBgwLtF9vI
511953905451008000	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/W5MWvK7K9E
511953951894560769	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/O6sD1xS86X
511953997021085696	Yup sounds right all day everyday #life #attitudeiseverything #yolo #darlingchownow http://t.co/N8YH5TW0x6
511954051861606401	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/oTjyvau0p3
511954119117258753	Breaking the law #MypicturewithTheBeatles #TheBeatles #MuseoDeCera #DF #Turisteando #WaxMuseum #YOLO #GeorgeHarri... http://t.co/KMJbPIvyF9
511954174431334400	RT @soypaulinagoto: ..flower dreams.. #sunset #yolo #friends @mariannallanes #sanmike 🌞🌺🌸🌻🌹🍀🌞 http://t.co/os2ClrWXAc
511954727198658560	What do I do upon returning from vacation you may ask? By a bunch of video games of course! #yolo… http://t.co/MLr0ANRFs7
511954829392879617	REMINDER IF YOU WOULDNT CRAM YOUR BENIS INTO AUNT JEMIMA YOU ARENT A TRUE AMERICAN HERO #fuckautism #vchat #YOLO http://t.co/WpkG04vq96
511954843691663360	@EnterJackari @AmyMulan we saw it and I instantly knew you had to have it. We're worried you might already have it but #yolo
511955018283773952	Bitch ass janitor wanna get mad about me walkin on his wet floors #noflexzone #yolo
511955291693281280	It's as if my 16 year old neighbour knows me too well lol. #yolo #gangstastyle #omoney http://t.co/yPWN1lzQ86
511955304599527424	Skipping class to spontaneously go get tattoos with @hanna_frances 😊💉 #yolo #werebels
511955386380079104	RT @brieeex0: I tweet whatever I feel then realize my twitter is stalked 24/7....then go back to tweeting whatever I feel #yolo
511955546845761536	Get 15 min for free sign up now! &gt;&gt; http://t.co/0Aj72qGfG8 #oomf #yolo #subtweet #justinbieber #ff #np #fb #avi #ctb #tcot
511956265073790977	Week three and I am already sleeping in class #yolo
511956341192417281	RT @spencyyyx: @Stevenn_Quinn #yolo #sweg #cashmoney #RT #crieveritiem (me enjoying my hash tags)
511956353762336769	Sorry not sorry #tuesday #bakedcheetos #backtonaturecheddarcrackers #yolo #aspen #highupthere #mountains http://t.co/q9QJNUAzGO
511956382233669632	RT @Dukey_bby: Me and Mike just put laxatives in the kids dinner #Banter #Yolo #Duked 😂😂
511956877467746304	Just saying... If the shoe fits wear it. #Yolo #live #life love #it #ig #instatagood #instatagood http://t.co/WjZQj9skl6
511956927366963201	I chew way too much gum🙊 whatever... #YOLO
511956930928336896	Download: @RadoMuzik @NgelLow1 Ft. Yama Yoxiam - #YOLO @RMrecords_inc http://t.co/j7a2XMGzZK | #CEL http://t.co/6Wnyet7t74 via @ipautaorg
511957231886401536	@sykurmolarnir_ it was about £11 cos I didn't get kindle edition #yolo
511957455400882176	@McCallionJordan yessss bbz lol #cri #yolo
511957730052300800	My mom is going to die when she sees me 😂😂 #yolo http://t.co/ZIrCA639GU
511957777095618560	Love being a ninja #yolo
511957951536705536	VIDEO: Can i say somthing crazy. #amazing #yolo #wasted #comedy #funnyvine #LipRead #sickbeats | Watch: http://t.co/rHGDFhuEHn via Youtube
511957969089884160	When the girl next to me is talking about how OLD this 26 year old is and how she could never date him 😂 #YOLO
511958319599484928	Sooooo... Apparently the girl in this movie has the same type of cancer I have. Purchased. #Yolo http://t.co/pfpYFFp76j
511958492752519169	RT @JoelEmbiid: Alright we gotta find a way not to misinterpret some stuff #YOLO
511958606242017280	Selfie of a selfie #selfieception #doubleselfie #yolo http://t.co/yicMEg0UDk
511978857684283392	RT @Baeblemusic: Looks like Draking is the current hotness in street art. http://t.co/I1RBcwE8Uj @drake #draking #drake #degrassi #yolo
511978921869705216	I'm just that #YOLO type
511978998952644609	@onedirection I luv u guys ur so cool &lt;3 &lt;3 &lt;3 #thebest #yolo
511979039608041472	@carpentervibess oh my gosh yaaassss !!! even though it'll be the third day in a row… oops #yolo
511979068309262336	Just witnessed some guy riding a pedal bike westbound in an eastbound lane through traffic in RD. Kid looked pretty banged up also. #yolo
511979275587563520	RT @brieeex0: I tweet whatever I feel then realize my twitter is stalked 24/7....then go back to tweeting whatever I feel #yolo
511979565720551426	While you plebs are at school #yolo #swag http://t.co/fzL5MjBPwx
511979586112876544	Custom Lost http://t.co/psIGnC6KM4 ( LTP) clay chain by @younghaitti  #instabling #instastyle #instaswag #yolo… http://t.co/H6i5o6rPsf
511979621752262656	@StuHartford no probs #YOLO
511979921519181826	RT @brieeex0: I tweet whatever I feel then realize my twitter is stalked 24/7....then go back to tweeting whatever I feel #yolo
511979997058588672	love these ladies #squad #turnup #hoco2014 #fam #life #yolo http://t.co/nSTsvnOJyu
511980151392178176	RT @jenna_williams1: love these ladies #squad #turnup #hoco2014 #fam #life #yolo http://t.co/nSTsvnOJyu
511980155318063105	RT @jenna_williams1: love these ladies #squad #turnup #hoco2014 #fam #life #yolo http://t.co/nSTsvnOJyu
511980189585530880	Voy pal gym con tenis de crossfit #yolo
511980200196718592	RT @jenna_williams1: love these ladies #squad #turnup #hoco2014 #fam #life #yolo http://t.co/nSTsvnOJyu
511980325086724097	@Vetter26 or because i use slang more than normal language... either way #yolo
511980331025453057	Shaving a bunch of my hair #yolo
511980415645933570	Maybe @BrianDozier @TPlouffe24 will approve me getting a seat 3 rows back of @twins on deck circle for tmrw game ???  #dugoutbox #YOLO
511980548672458752	RT @brieeex0: I tweet whatever I feel then realize my twitter is stalked 24/7....then go back to tweeting whatever I feel #yolo
511980610139611138	@aveeerylynnn1 @bailey_calloway nice to meet u lets be bestiez #swag #yolo #bfflzzz #heartface 😍
511980788435668993	The words #swag and #yolo are like verbal bumper stickers. Those are the rusted Ford Tempos with neons you don't want to hang out with.
511981104262553601	http://t.co/lgqdXd7RbZ B12 Vitamin Benefits and You: Are You Getting Enough?   #HonestyHour #yolo #sucess #sel http://t.co/gUgaHfK0dU
511981309498249216	survived another Tuesday #money #swag #yolo #fuckcollegegetmoneyymcmbovo
511981377898962945	RT @kertoch: it is currently 4:41 and I just got out of my pjs #yolo
511981392318971905	RT @shaalvarez8: Voy pal gym con tenis de crossfit #yolo
511981445561069568	i suck dick #yolo #swag #sweg
511981463093661696	RT @Juniorcit0: Download: @RadoMuzik @NgelLow1 Ft. Yama Yoxiam - #YOLO http://t.co/3v3FcLUezD | @RMrecords_inc Via @ipautaorg
511981835954708481	Casual... #nememes #yolo #equissomoschavos #retoqueton #minnie #pijama #pedamil #pedamillon #puessi #ParaTodaLaVida #tatto #pezon #andochida
511981908033806336	Hope those were 4 ibuprofen I just took #badspanish #translator #YOLO
511982413954945025	What kind of world do I live in where @blakegarris won't give me a high five for a @RyanStegman dis? #YOLO
511982635091230721	RT @brieeex0: I tweet whatever I feel then realize my twitter is stalked 24/7....then go back to tweeting whatever I feel #yolo
511982774509912065	#disney tangled in bed in the boyfriends jumper cos #YOLO! #irony
511982802104250368	I wanna get branded #holla #yolo
511983285111906305	I really shouldn't go to pint night but fuck it #Yolo
511983354577973248	I Threw Caution To The Wind A Long Time Ago... Why Stop Now? #YOLO
511983573088616448	hey guys. @serrafresh has officially earned my first twitter favorite. i have never favorited a tweet before but #yolo #ocdhasnoholdonme
511983575571243008	@Jovanykin &amp; Then drop the pen &amp; walk out #yolo
511983624657600513	Go see my YouTube channel it's awesome #yolo
511983776290078720	Diving tomorow #yolo #water
511983788252217345	RT @brieeex0: I tweet whatever I feel then realize my twitter is stalked 24/7....then go back to tweeting whatever I feel #yolo
511983858175467521	@TaylorJarviss @nicoleevans27  whether to get out of bed and go to class or just stay in bed #yolo
511983909304041472	RT @The_HelenKeller: Doing your makeup in the dark #YOLO
511984147280429056	RT @lightninglouis_: #YOLO isn't an excuse to be a slut.
511984302629072897	I really don't think I'm gonna have time to work out this semester and i can't say I'm sad about it #yolo #fit #fitnation
511984414004621312	A few hours in! #judByJulie #juiceCleanse #detox #3DayJuiceCleanse #spicyLemonade #yolo #glitzlipz… http://t.co/5y6W1PW9tI
511984471382691840	#YOLO I'm down :)) haha!! @ismailrahaman01
511984566937325568	@chrisburton Not currently. The new trend is to not support mobile. #yolo
511984709166186497	RT @mattbango: @chrisburton Not currently. The new trend is to not support mobile. #yolo
511984791462232064	It's crazy how we're in our early twenties and some people are already aging terribly. #yolo?
511984890330763268	@Jodi_Serrano you only turn 18 once #yolo #mumdidntbuyit #regifted
511984911008296960	RT @kertoch: it is currently 4:41 and I just got out of my pjs #yolo
511984932403838977	RT @brieeex0: I tweet whatever I feel then realize my twitter is stalked 24/7....then go back to tweeting whatever I feel #yolo
511985015379726336	@MVdEynde 8.15. Again. 3 times a week. Every week. 1 semester long. #yolo
511985229566066688	@Maurashevlin_ weisht 😂😂😂😂 I've not done a reel since June #yolo
511985262734225408	I'm just saying #realtalk #reallife #yolo #food4thought http://t.co/y2MVArUJ1i
511985308490285056	@the_laurabailey isn't home tonight so Imma gonna get some 'za and watch movies. #PartyAnimal #LetsGoCrazy #YOLO #TwistedInsane #Dangerous
511985796631789569	RT @LucyConnolly_97: I have 0% motivation to look good for sixth form this year #yolo
511985828898570241	In social getting nothing done 😜✌️#yolo ...jk
511985926088568832	Now this is my kind of shot #TriplePlay #drank #lezgo #birthday #getinmybelly #yolo #eurotrip
511986227239596032	fuckin enjoy dat shit http://t.co/z8ePkRadGc yolo #yolo #yoloswag420jesus
511986238958866433	RT @jenna_williams1: love these ladies #squad #turnup #hoco2014 #fam #life #yolo http://t.co/nSTsvnOJyu
511986290431381505	@Michael5SOS maybe she was just too hot so she took her clothes off #YOLO
511986366205665282	Dublin tomorrow #Yolo
511986691893370880	RT @4middleschool: Didn't do my pre-algebra homework #yolo
511986891995226113	@farrastafari I'll go either way because #TrueFan #Photographer #YOLO
511986966045667329	@Zexter4 soz not soz #yolo
511986991580590081	'You cannot date from an ad.' #yolo #speeddating http://t.co/REVfpOSsZD
511987058572021760	Still love !!! #semtember #BORvAFC #thered #yolo #ugly #instagirl #polishgirl #arsenal #londonisred… http://t.co/Mnkr19vwzZ
511987367952269312	so i ran out in the middle of the rain today it was..#yolo #Crazy
511987394183053312	EATING A BANANA #yolo SWAGER!!!! What am I doing here I have no clue
511987471375425536	@j_davis614 you're too far in. if you delete it'll make it even worse. #yolo but actually.... maybeeee
511987663608745985	@smoshanthony HAPPY BIRTHDAY #yolo
511988003620012033	my food intake today was most likely well over 3000 calories #yolo
511988257199235072	HALLO #YOLO
511988422932959232	@Bergst3r_tK @MoNsTcR best of 1 #yolo
511988467048665088	It's a dirty sneaks and leopard sweats kind of day. #yolo #ootd #basic http://t.co/JS72k0ylmh
511988522958344192	@Jirayalecochon @riotgames Matchmaking de type #Yolo #Nawak
511988576285102080	RT @clairecaudell: hey guys. @serrafresh has officially earned my first twitter favorite. i have never favorited a tweet before but #yolo…
511988783643103232	hi all hope u are all ok and enjoying your night just wanted to say have a good night and sleep well so enjoy and peace out. #yolo
511989012429799425	RT @YABOYLILB: Driving a spaceship high af #YOLO http://t.co/vAJa2VWye4
511989066267516929	Ditch Medicine and become a zibala #LifeGoals #YOLO
511989245532438528	Just took the elevator down one floor #CauseICan #Yolo
511989333297868800	My babies ❤️ @mel_clement lunastar_3  #instagood #london #reunion #YOLO #xoxo #potd @ Earl of Camden http://t.co/iedfzydYn6
511989665541652480	Fuck #YOLO: Forget the bucket list: these are the things you should avoid before you die | Jessica Reed http://t.co/CIfSU0Y7KH
511989819543941120	I accidentally sent Chloe my nudes #yolo
511989824900042752	@WarwickNewYork what bribes aside from cash do u accept to get an upgrade to a signature suite? I'm daring if u are... #yolo  #nosugardaddy
511989935839387648	@Jaguarhai 4ever and evaaaaa! #yolo #fomo
511989959260389376	@emlauraguest live love laugh #yolo
511990835655634944	@Iamtich how do you fancy like a tweet spree #yolo #imissyou #alot #wannaseeyousoon #ihaveabighugwaiting #withdrawalsymptomsnotgone
511990904601976834	@RWW I love PayPal! Their securitah is just as #YOLO as Apple’s: https://t.co/nWb7h5Xyn6
511990916299915264	Sometimes u just have to say fuck it lol #yolo
511990958024851456	Jurgen Klopp out on the touch line wearing a hoody 😂 #lovetheguy #boss #yolo
511990990702645248	Shorts in an academic building. #yolo
511991099989426176	The fact that my little sister is telling me how soft grunge she is... #cool #softgrunge #yolo
511991123061923841	Just finished an insane workout!! &amp; yes I do workout every day #LivingStrong #Healthy #MusicHelps #StayStrong #YOLO http://t.co/RCz0iMm25j
511991150828601345	When a lass keeps taking selfies in the gym... I run in background #Yolo #GYM #selfiesteal
511991367703494656	Funny how everything Suddenly falls into place #yolo
511991427929481216	Why would I get twitter to tweet yo went to the store today #yolo ........#brody?
511991609849028609	So I bought an older edition of my English book cause it was literally $100 cheaper and I think its missing mad info.  #yolo
511991761741561856	Eating a cookie even though I have the stomach bug #yolo #swag
511991982928187394	Changed my sweats to my gym shorts in the bus cause Fuckn hot #yolo💯
511992083498803201	Some things are just better explained with a photo! #chocolatenachos #yolo #nomnom http://t.co/fsdVSt2C89
511992259454443520	Everybody Meet Professor Zach. 👌#YOLO #YOLO #YOLOSWAG http://t.co/D1tK0Beg3A
511992369978548224	RT @allison_haan: Not an HC or Calvin student and still using KnightCite. #yolo
511992656734744576	I swear I just give everyone food poisoning 😂😂😂😂 #yolo
511992671611936768	@SiobhanHarnedy @TraceDotFace Yes girls. Strawberry gin. You can thank me now. #yolo #ALOL #bowdowntoher http://t.co/PvOcWwwSiS
511992892811145216	RT @tootches: @SiobhanHarnedy @TraceDotFace Yes girls. Strawberry gin. You can thank me now. #yolo #ALOL #bowdowntoher http://t.co/PvOcWwwS…
511992909134974976	watchin youtube videos while my nails dry #yolo #swag #jennamarbles #glozelle #2013 #swag
511992996162965505	....and it was actually pretty funny #yolo
511993091038117889	@dablackjackgirl yay! #yolo xx
511993284164874241	I'm doing this for the Holidays!!!! #Lmao #Ecard #Meme #Crazy #ImGoingToHell #YOLO #Christmas… http://t.co/8V42Nw1Mak
511993378679324672	What a return! #lovedit #worththebruises #YOLO
511993407632601089	#yolo okay michael clifford from 5sos listen up. If you follow me i will dm you a joke every single day. Deal? :3 http://t.co/AwI0eKwm1x
511993478902190080	Canfield Floor 3: Salsa Sunday tonight at 9:30 #TurnUpOrTransfer #yolo #SundayFunDay #SelfieSunday #ItsTuesday
511993776131551232	Fannypack light rail situation #yolo #momjeans http://t.co/70NYLkGsMM
511994085188861953	@jasonmeyers19 No point in being a shy guy only live once #YOLO + it was only fun n games Iv got a mrs yoooo!
511994206257442816	Eating fries @ tim hortons #yolo #werecool http://t.co/62pfSSS1gq
511994225341526016	Seems like #rekt is the new #yolo
511994250637361153	RT @irwinsxxgiggle: #yolo okay michael clifford from 5sos listen up. If you follow me i will dm you a joke every single day. Deal? :3 http:…
511994484314619906	Might purchase a ticket to see Jimmy Eat World in Port Chester because even if they played in the city no one would agree to go so #yolo
511994773016952832	RT @EphemeralRift: Seems like #rekt is the new #yolo
511994877727768577	Versace night #versace #tb #df #cat #night #vip #fun #throwback #coat #creepy #mexico #valevergalavida #fun #yolo http://t.co/wEhFQ63Zfb
511994984544096256	RT @gough_parker: I LOVE GHS OMFG CANT EVEN WITH GHS GOSH THERE GREAT!!!!! :D #yolo
511995034313703424	We're 20 minutes late for back to school so mar parked in a handicap #yolo http://t.co/98E8UOPbxR
511995146540683265	@EphemeralRift #yolo is eternal. Unfortunately.
511995213251112960	RT @gough_parker: I LOVE GHS OMFG CANT EVEN WITH GHS GOSH THERE GREAT!!!!! :D #yolo
511995294326611968	Just got to this three hour class but I'm so tired. Ima k/o hopefully he doesn't kick me out #fingerscrossed #yolo
511995351763783680	And It's been a while #quote #funny #truth #dontcare #notimefordrama #experience #yolo #nofear http://t.co/WnCqFx6YtT
511995832376520704	I let my crew take long ass breaks #yolo
511996023850680320	@SteLFC91 Go anyway #YOLO
511996149214240768	Just had a mince pie in September… #yolo #MincePieMadness
511996199793344513	Yes mom 😂 #yolo http://t.co/iCHZkAV2Ga
511996618158387201	I will soon weigh 900 lbs if this keeps up. #yolo #whatevs
511996663884705793	My 13th birthday is gonna be the best one ✌️ #yolo #swag #cashmoneyhero #eightdays 😈💋1⃣3⃣
511996689268211712	#yolo right? Out to Drake &amp; Lil Wayne💜 http://t.co/gyIscU3Cat
511996748374765568	RT @vl0pez: Eating fries @ tim hortons #yolo #werecool http://t.co/62pfSSS1gq
511997011252748288	RT @irwinsxxgiggle: #yolo okay michael clifford from 5sos listen up. If you follow me i will dm you a joke every single day. Deal? :3 http:…
511997261237059584	#planetarium griffithpark #hotasfuck #tuesday #dayout #losangeles #fun #einstein #getonhislevel #yolo… http://t.co/TTkJ0aeO0h
511997415441055744	#NerdALERT: @krispykreme is introducing @Ghostbusters30 Stay Puft Marshmallow Doughnuts! #Mmm #YOLO ~ @RyanVallyD http://t.co/CZmUArxKXN
511997572702285824	Jokes. First game of ccf softball is on Saturday... First time meeting the team is on Saturday... 😂😂😂 #gg #nice #yolo
511997624590032896	RT @residcntevil: throwback #yolo #swag #gettingbitches #thirsty http://t.co/xaZ4R6gzWw
511997637957255168	RT @Dukey_bby: Me and Mike just put laxatives in the kids dinner #Banter #Yolo #Duked 😂😂
511997729011417088	RT @CanfieldFloor3: Canfield Floor 3: Salsa Sunday tonight at 9:30 #TurnUpOrTransfer #yolo #SundayFunDay #SelfieSunday #ItsTuesday
511997791615610881	@SippinSlimFast: http://t.co/owRD5haLbe yeah dude #YOLO
511997815631794176	@MeowMiskers maybe #YOLO can be our always
511997815707271168	SMH and im going dizzy #YOLO #bot雪
511997838822506497	RT @Melanieees24: @SippinSlimFast: http://t.co/owRD5haLbe yeah dude #YOLO
511997908670218240	RT @free981: #NerdALERT: @krispykreme is introducing @Ghostbusters30 Stay Puft Marshmallow Doughnuts! #Mmm #YOLO ~ @RyanVallyD http://t.co/…
511998115726262272	@yobails nope😐 just going to sneak in #yolo
511998433784520704	Life is so incredibly short when you consider the bigger perspective on things. #YOLO!
511998534661734401	Can't wait to find the lucky girl Levi &amp; I are gunna tag team in Mexico😂 #Yolo
511998545294270465	@frankieadeux the #yolo in our stars
511998553376710656	playing the kim kardashian game...starting an 8 hour photo shoot 1 hour before i go to bed..going to need more energy for this .#yolo
511998621215379456	Not even sure who I sent this to but #yolo as usual http://t.co/rrE3UAV2BY
511998820129857537	My buddy says he makes some mean homemade bread and buns so that's what we're gonna sell for 40% of our Entrepreneurship course mark #yolo
511999136258723840	@crashrider  @dan_mitre I just sent him an invite. Now we can double spam. #yolo
511999369768624128	Austin told me not to put a whole packet of breath strips in my mouth but I did it anyways. #yolo
511999426512973824	Cabbing to work again cause #yolo
511999448877395969	Day off to morrow. Busy aul day though. Dying for eh. #Yolo
511999578573664256	RT @martiniwines: The Italian version of #YOLO is Gioia di Vivere—the joy of living! Have a safe and sparkling weekend!
511999831284662272	Always sad to find out someone is a cat person #allergies #yolo
511999976226844672	#skipping #yolo  took a skipping break. #voltaire http://t.co/OFYn7bw1fN
512000048344104960	#skipping #yolo  took a skipping break. #voltaire http://t.co/ogw0lXqM8l
512000124105785344	damn messed that tweet up #yolo
512000560468594689	@NikkiSixx Glad to hear it went WELL Enjoy Your evening #Sixx Lets Soar thru the Rest of Our Life Why Not #YOLO Life is short Enjoy evry sec
512000588666900480	We talk some shit #yolo http://t.co/2odGM5GxXq
512001221381881856	Ham sandwich Tuesday!!!!!!!!!!!! #yolo #lego #turnup 🍻🍻🍻🍻🍻
512001287731572736	My eyes hurt from watching so much tv #yolo
512111843792285696	RT @Nashgrier: Team doesn't open their bookbag all spring break. #yolo
512112073908965376	Using a lawn mower to cut my hair...#YOLO
512112205043466241	Full on in my underwear in that photo #yolo
512112212711047168	I'm sleeping on a bed of dry ice tonight. #YoLo
512112335071477760	Taking a picture of my ass and setting it as a computer's background in the Apple store...#YOLO
512112476809220096	So I just shaved a line through my eyebrow but it's a little to wide #yolo http://t.co/fwZHalCnHM
512112485415931904	@EvilDemonFanny Go shirtless? #Yolo #Swag XD
512112489631186944	Can't sleep. #burymeinblack #sleepless #heavenhelpus #yolo #instaswag http://t.co/KJFsLJiYLz
512112584481574912	That's the motto Patrick #yolo http://t.co/nhQDVevbgX
512112587065282560	RT @Nashgrier: Not wearing green on St. Patrick's day. #YOLO
512112588239683585	Random photo of my #tea brewing process #yolo http://t.co/f2brDtrmRf
512112725590564864	10:30 at night and I'm at the gym listening to nelly Furtado 😐✌️ #yolo #swag
